ID,Group,time,PCB_1,PCB_4,PCB_6,PCB_8,PCB_10,PCB_16,PCB_17,PCB_18+30,PCB_19,PCB_20+28,PCB_21+33,PCB_22,PCB_25,PCB_26+29,PCB_27,PCB_31,PCB_32,PCB_34,PCB_40+71,PCB_42,PCB_43,PCB_44+47+65,PCB_46,PCB_48,PCB_49+69,PCB_50+53,PCB_52,PCB_54,PCB_56,PCB_59+62+75,PCB_60,PCB_61+70+74+76,PCB_63,PCB_64,PCB_66
AVL_S,Control,3,0.026032686,0.293449574,0.013091268,0.034566613,0.03801709,0.029375063,0.189244322,0.061576065,0.282227474,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.023787561,0.024195607,0.155883119,0.090751894,0.24233913,0.007861234,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,3,0.026032686,0.293449574,0.013091268,0.034566613,0.03801709,0.029375063,0.189244322,0.061576065,0.282227474,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.022432834,0.024195607,0.155883119,0.089008919,0.24233913,0.007261374,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,3,0.026032686,0.293449574,0.013091268,0.034566613,0.03801709,0.029375063,0.189244322,0.061576065,0.282227474,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.126548499,0.062126786,0.026029873,0.279829551,0.021391418,0.024195607,0.155883119,0.085485323,0.24233913,0.007129006,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,11,0.011102069,0.293449574,0.013091268,0.034566613,0.03801709,0.029375063,0.189244322,0.061576065,0.282227474,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.023787561,0.024195607,0.155883119,0.090751894,0.24233913,0.008078946,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,11,0.017972074,0.293449574,0.013091268,0.034566613,0.03801709,0.029375063,0.189244322,0.061576065,0.282227474,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.023787561,0.024195607,0.155883119,0.090751894,0.24233913,0.008959934,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,11,0.018798815,0.293449574,0.013091268,0.034566613,0.03801709,0.029375063,0.189244322,0.061576065,0.282227474,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.023787561,0.024195607,0.155883119,0.090751894,0.24233913,0.008386064,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,16,0.006324317,0.293449574,0.013091268,0.034566613,0.03801709,0.029375063,0.189244322,0.061576065,0.282227474,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.023787561,0.024195607,0.155883119,0.090751894,0.24233913,0.00893499,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,16,0.006984079,0.293449574,0.013091268,0.034566613,0.03801709,0.029375063,0.189244322,0.061576065,0.275740936,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.023787561,0.024195607,0.155883119,0.090751894,0.24233913,0.008503212,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,16,0.005481177,0.293449574,0.013091268,0.034566613,0.03801709,0.028525999,0.189244322,0.061576065,0.280033043,0.12568673,0.019547495,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.023245687,0.024195607,0.155883119,0.090751894,0.24233913,0.007804913,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
AVL_S,Control,35,0.001870451,0.189365813,0.012152216,0.030606558,0.025944598,0.023793972,0.189244322,0.058741431,0.230516396,0.12568673,0.01926683,0.020801938,0.040702775,0.055539903,0.099158625,0.078718419,0.125914411,0.004634851,0.127141678,0.062126786,0.026029873,0.279829551,0.023787561,0.024195607,0.155883119,0.090751894,0.24233913,0.007221448,0.034107476,0.022034106,0.005915868,0.125981206,0.01403182,0.049483954,0.10281586
