ID,Group,time,PCB_1,PCB_4,PCB_6,PCB_8,PCB_10,PCB_16,PCB_17,PCB_18+30,PCB_19,PCB_20+28,PCB_21+33,PCB_22,PCB_25,PCB_26+29,PCB_27,PCB_31,PCB_32,PCB_34,PCB_40+71,PCB_42,PCB_43,PCB_44+47+65,PCB_46,PCB_48,PCB_49+69,PCB_50+53,PCB_52,PCB_54,PCB_56,PCB_59+62+75,PCB_60,PCB_61+70+74+76,PCB_63,PCB_64,PCB_66
AVL_S,Control,35,22.82631248,168.7564661,6.950413905,19.31626774,18.99198951,1.960478046,21.03248895,7.189609154,35.50948038,8.846129367,0.825808424,1.061844939,2.905205763,3.759789536,8.214834393,6.176281834,9.995713346,0.345747251,1.928982239,1.089547415,0.597674109,5.83988172,0.547504271,0.825230948,3.496171515,2.913801259,5.537423983,0.378142852,0.357588301,0.445792668,0.117317187,2.323010241,0.188590371,1.0604716,1.248509199
AVL_S,Control,35,24.00902488,134.3778627,7.0368444,21.30898025,15.00009554,2.514977817,29.357003,7.968710344,42.93610348,15.62465087,1.021582966,2.051770406,8.17956812,9.269576971,21.57293614,10.46283217,12.92484251,0.928058662,2.209165294,3.009421511,1.557654693,12.77802105,1.390952324,0.990583975,9.024444043,7.008261527,8.550666063,0.76956691,0.661803361,1.568438112,0.130453345,4.766294578,0.525677533,1.663888211,3.168332078
AVL_S,Treatment,3,0.144587065,3.833124095,0.111941991,0.238804782,2.077904167,0.090329479,0.93937427,0.377380882,3.107284041,0.699567667,0.070420574,0.078437455,0.140580433,0.180641095,0.502016768,0.269869541,0.872542568,0.024500263,0.179689268,0.101774025,0.049787025,0.545225726,0.048303567,0.069760163,0.31777543,0.231804855,0.67463166,0.033089369,0.066745204,0.042755736,0.032527399,0.475467962,0.021053199,0.134920757,0.185312695
AVL_S,Treatment,3,0.170752602,5.962874394,0.170728622,0.357896022,3.364534871,0.143076174,1.491389095,0.588736514,4.579489152,1.040664942,0.094481962,0.118894084,0.189336548,0.263879682,0.781165774,0.417522252,1.297471968,0.038142409,0.245427369,0.138374572,0.077900664,0.781614512,0.074329037,0.10773631,0.446814606,0.338119268,0.908028457,0.052356976,0.084927597,0.065540762,0.04180244,0.601702756,0.030545982,0.184726399,0.252395906
AVL_S,Treatment,3,0.143215269,3.729572692,0.101173735,0.227326943,2.181408363,0.092224369,0.910196902,0.379183408,3.017602624,0.677430274,0.067845028,0.078554475,0.116644976,0.155520559,0.494735369,0.273880955,0.834208586,0.022631359,0.178651245,0.097037902,0.051018336,0.549364087,0.051022688,0.06880187,0.296193726,0.222989646,0.669867501,0.03583346,0.065421151,0.0440785,0.033264483,0.494540987,0.019749993,0.136260248,0.193652772
AVL_S,Treatment,11,0.165426336,4.481473812,0.135546678,0.308471116,5.052858404,0.153906335,1.725016182,0.69572894,9.218426323,1.628037069,0.096039974,0.134290063,0.216105044,0.315299898,1.256765891,0.405517899,2.521716531,0.053221532,0.474075984,0.251073979,0.130058854,1.416324487,0.150149657,0.171232675,0.757172244,0.743357427,1.41084221,0.12535961,0.118723877,0.124934906,0.05308775,0.802865443,0.052266283,0.324397239,0.394424465
AVL_S,Treatment,11,0.152737868,5.361237924,0.153556505,0.34327479,6.565628997,0.181364966,2.046627883,0.852150341,12.66302379,2.195813496,0.10550661,0.170853667,0.246451924,0.368303688,1.574208004,0.485700142,3.44006727,0.070192526,0.631971811,0.33086267,0.165122685,1.90500042,0.20011956,0.23205388,1.011559965,0.914295632,1.788692419,0.163142931,0.145284324,0.172006835,0.062077524,0.950377019,0.073923615,0.42109592,0.505722147
AVL_S,Treatment,11,0.205856869,5.179688795,0.160306293,0.375580127,4.658803476,0.147213254,1.573147306,0.643136157,8.431020014,1.432026673,0.092735362,0.11946323,0.182289629,0.280220251,1.116806355,0.392617972,2.249482132,0.048690446,0.420499458,0.235770555,0.114975242,1.284039044,0.133961313,0.156157529,0.682033885,0.620370465,1.337220201,0.111033488,0.116499077,0.106427855,0.05281492,0.782703162,0.049900833,0.294220598,0.381538092
AVL_S,Treatment,16,0.364203559,5.843308794,0.192531404,0.444165569,6.943577668,0.222308088,2.482837359,0.99549155,15.60726958,2.517068566,0.121014286,0.178706615,0.301553627,0.464457395,2.104591281,0.544363179,4.19252787,0.081296193,0.708354686,0.371440591,0.209064044,2.134808914,0.225436648,0.244600333,1.131525984,1.096157955,1.971791785,0.202736595,0.157056823,0.186312531,0.064200762,0.950005604,0.076041681,0.467680844,0.533645322
AVL_S,Treatment,16,0.606205553,9.792413542,0.325009506,0.724411209,9.714753598,0.410199196,4.776684782,1.82241883,27.40467696,4.71604295,0.168302798,0.312870588,0.639076938,0.945000748,4.101005431,0.971356045,7.950528984,0.149686486,1.46558075,0.782541262,0.418080068,4.532127837,0.474913552,0.464302017,2.351867619,2.242358771,3.706520169,0.383174039,0.269028579,0.389322956,0.095189292,1.615360511,0.166835929,0.878253154,1.077173918
AVL_S,Treatment,16,0.196723562,5.39954729,0.164990783,0.395617572,5.63182075,0.178746712,1.87389621,0.780883417,13.02543992,2.334811548,0.100483908,0.147192664,0.224005944,0.337685633,1.501461471,0.435131926,3.824719082,0.059463606,0.621936132,0.32530472,0.177664317,1.9040632,0.20994277,0.21684591,0.968197809,0.938167474,1.67639621,0.176346431,0.150345085,0.167434543,0.064360911,0.902302423,0.071317432,0.435065671,0.518338439
AVL_S,Treatment,35,0.765251795,19.30727292,4.689483844,5.917021461,18.19837879,0.647428265,21.1536157,3.14379276,58.09111547,8.67759542,0.153373192,1.050579322,10.43979015,10.99741194,24.47189185,4.73691806,17.29818698,1.408816675,2.767950556,2.234935559,2.09382148,18.60159131,1.156805991,0.50571434,7.859969356,9.004013277,5.369189238,1.58159185,0.273225571,1.374812681,0.096250658,1.694156162,0.967030265,1.249281043,1.319667981
AVL_S,Treatment,35,1.062916516,13.87801376,0.514319047,1.260882884,9.961659549,0.541394526,6.701659464,2.409824769,33.57531381,6.618693575,0.19892178,0.385295583,0.753171578,1.12644923,5.130781644,1.354186712,11.16626073,0.196267066,2.201735622,1.091527209,0.55327945,6.165460237,0.684370074,0.647968526,3.165476842,3.061873557,4.850583781,0.569870331,0.368881409,0.557737211,0.138044925,1.887802593,0.210002492,1.334479132,1.421760106
AVL_S,Treatment,35,1.152651625,11.52848325,0.46284236,1.139859952,10.16679793,0.341410207,3.905954406,1.628426443,26.79585528,5.459794613,0.153025932,0.305799714,0.548555581,0.783679053,3.402674109,1.051552884,8.562294411,0.128220925,1.654130328,0.840073993,0.432980101,4.602363537,0.547735261,0.55217481,2.472895795,2.472330765,4.021583966,0.428955603,0.287708703,0.434781243,0.12500544,1.6384477,0.158679569,1.149352217,1.159457596
NBH_NS,Control,16,0.301574443,10.59783878,9.435694641,6.288675069,0.351290708,0.269729515,7.850709189,18.49048077,5.426415265,7.458279868,0.095355736,0.33682573,6.150922187,11.65890972,6.709529888,9.155766977,6.636128287,0.148339113,1.524554859,0.411961894,0.027161319,2.937398346,0.550477477,0.058635998,7.949408192,4.852834505,11.92376491,0.192528889,0.021517777,0.293807827,0.014568439,0.225794581,0.021599656,0.332794057,0.111521943
NBH_NS,Control,16,0.179275277,5.651830519,5.350017686,3.726995896,0.185246781,0.152858486,4.271086952,9.780360168,2.80075489,4.488609099,0.061492612,0.210659871,3.587862809,6.742582084,3.642927628,5.370618804,3.647642106,0.089127273,0.959128952,0.264170566,0.020383507,1.874153783,0.332548113,0.040047941,5.103280988,2.824465037,7.379138086,0.111072713,0.016817594,0.189163601,0.010922098,0.163937977,0.014543763,0.217493543,0.080102791
NBH_NS,Control,16,0.210603706,6.684570081,6.275924773,4.281965715,0.222067219,0.183203974,5.268924086,12.1198902,3.402979945,5.526316637,0.075235863,0.253850042,4.43518785,8.33256397,4.474003039,6.734130171,4.459450949,0.109464282,1.198348847,0.327444529,0.020422882,2.352616817,0.428345545,0.047290954,6.401706225,3.676317175,9.420631713,0.140043802,0.018915943,0.236729783,0.012538889,0.194874839,0.017546309,0.268634277,0.094962215
NBH_NS,Control,35,0.503182227,20.71566124,19.38140258,12.91681333,0.697072967,0.585530106,17.03314799,40.5586974,11.48320863,16.56965658,0.205566644,0.758800997,13.41033063,25.68692025,14.71463585,20.26311486,14.73257483,0.32088089,2.957941618,0.909567579,0.054318981,6.261743924,1.269352911,0.129215753,17.25581461,11.083475,26.04595215,0.43051879,0.043907418,0.622708737,0.029510787,0.442678932,0.041622149,0.736286354,0.217020361
NBH_NS,Control,35,0.464450946,19.77009865,18.72469708,12.14673983,0.655224993,0.642567065,17.9533641,42.77558389,11.53231314,18.66132926,0.225070845,0.839719477,14.75375441,28.96374683,15.70620216,22.4797089,15.7961748,0.353208138,3.547127947,1.076693123,0.066249922,7.365595451,1.450503113,0.143466054,20.11715519,12.1039099,30.46865945,0.458122567,0.056966948,0.740083814,0.034301841,0.554177497,0.04867083,0.877726822,0.2769081
NBH_NS,Control,35,0.434105276,18.55142798,16.79441703,11.3792344,0.613904274,0.529378447,14.95578466,34.99463171,10.08074232,14.05065819,0.181679371,0.65244053,11.24870652,21.71884005,12.70391028,17.17734407,12.547265,0.271136169,2.451533,0.758797956,0.048599259,5.259042697,1.078496921,0.110997349,14.68092576,9.262020355,21.83072861,0.366232556,0.037480408,0.535511323,0.023398908,0.370838301,0.033385709,0.600002183,0.18663174
NBH_NS,Control,75,0.574319317,34.50658513,32.73131456,21.12530481,1.157773245,1.186312914,32.61339426,81.41613039,21.50377063,34.17716637,0.373678296,1.608776211,27.09699929,52.6222094,29.02480534,40.20718425,29.2017729,0.622897815,7.858305443,1.993035262,0.107395228,13.62165857,2.713984504,0.259722564,38.29204034,22.69407432,60.13181666,0.805757053,0.123278443,1.318695183,0.076697223,1.152785415,0.094237418,1.625279906,0.554480822
NBH_NS,Control,75,0.491736448,31.9434541,28.39795927,17.58876362,1.046303689,1.100690986,29.78736117,74.11308823,19.60404978,31.04680737,0.341652077,1.421133424,24.4050588,48.91522931,26.91854198,37.29749319,27.67396372,0.575269976,7.395047123,1.918271027,0.110919828,12.98933194,2.588798436,0.245544484,36.20756435,20.93202131,56.58563432,0.763645496,0.110064553,1.260015084,0.068651123,1.044903289,0.089516735,1.527786986,0.50489408
NBH_NS,Control,75,0.366750306,32.55856943,24.1230603,12.9659021,1.102404815,1.259016026,33.28793509,83.50504856,21.42814091,32.31141297,0.333448065,1.323118772,23.44582009,55.19554744,30.99977013,39.74279699,30.39395848,0.623491297,7.957645182,2.005686507,0.114207566,14.24641015,2.706283237,0.268566796,41.17957108,23.00313592,63.25247927,0.847236105,0.108985779,1.372691124,0.067741136,1.100844179,0.092429131,1.641996679,0.532805748
NBH_NS,Treatment,16,0.038877536,2.401770095,2.136368626,1.031473484,0.286672849,0.075612599,2.856761316,5.419963572,4.139200005,5.521624227,0.057010969,0.176663042,2.781106753,4.583769199,3.787312428,3.224494547,5.863027982,0.084395548,1.222756717,0.306299559,0.016845096,2.383458818,0.486472009,0.038594835,5.210827717,3.509593316,6.603689587,0.211348387,0.018218228,0.269959304,0.014891571,0.190369648,0.017796983,0.318352608,0.098124679
NBH_NS,Treatment,16,0.022582415,1.532903938,1.237405554,0.545839936,0.238921092,0.054109276,2.082866693,3.830323892,3.459739718,4.655227654,0.044459869,0.141950148,2.166584147,3.431828364,3.126117666,2.371002998,4.950330068,0.069297163,1.03948872,0.262489374,0.011579716,2.036064431,0.412255208,0.034502203,4.402968376,2.980151506,5.530832066,0.17710267,0.015397559,0.231765606,0.012352858,0.16316344,0.015171672,0.269882951,0.085009586
NBH_NS,Treatment,16,0.035251813,2.045731968,1.633676998,0.77678872,0.260205016,0.086687334,2.48994281,4.634439565,3.628850641,5.180196254,0.056480027,0.177434577,2.50082507,4.071349427,3.415742697,2.869613791,5.27836619,0.077450969,1.10906983,0.285659529,0.016177426,2.163626709,0.433396862,0.038516601,4.846811435,3.163767045,6.169155326,0.181616345,0.018170089,0.240770233,0.014150462,0.182194525,0.017319247,0.289725475,0.095231487
NBH_NS,Treatment,35,0.096842164,8.6069704,6.499298665,2.679592716,0.572327957,0.251824903,8.313720714,17.60918828,9.092380461,13.21226068,0.098890273,0.492901631,7.62477716,13.70567799,10.35069567,9.535028027,12.8443152,0.210645819,2.399004708,0.747363238,0.035142973,5.183113963,1.14429446,0.081797245,12.22697863,8.613450268,15.23414507,0.414463105,0.038599537,0.56703417,0.026839019,0.381457841,0.036496734,0.697480875,0.20286638
NBH_NS,Treatment,35,0.095798898,7.894407066,6.665914671,3.173286883,0.513108742,0.24477682,8.387922445,17.27133428,8.453628056,12.55657822,0.091558366,0.461822811,7.410653383,13.00760132,9.592679889,9.455350829,12.09150155,0.200772536,2.148818943,0.690680809,0.030880393,4.917730988,1.050231468,0.076043882,11.49060404,8.134434725,14.53516376,0.398506902,0.034418301,0.532231539,0.026707845,0.362291784,0.033992909,0.655508938,0.191476458
NBH_NS,Treatment,35,0.089295464,6.372209995,5.725642424,2.647243385,0.434686071,0.211313122,7.366210865,15.24113668,7.460739731,10.68269359,0.086194708,0.378571003,6.279986047,11.14104601,8.604159824,7.928936888,10.59418489,0.176644617,1.737449156,0.568673653,0.025137219,4.032153618,0.883270835,0.065184273,9.364569927,6.866655228,11.98891993,0.340752882,0.026171152,0.430812987,0.019316012,0.294723215,0.02570092,0.520188953,0.158614943
NBH_NS,Treatment,75,0.178028291,21.98146743,17.46440675,7.352959194,1.071919701,0.781884088,24.47544544,55.4786769,19.80876793,30.58481766,0.238659048,1.261865882,20.15317901,39.64866083,26.08679316,28.4672833,29.09907017,0.545505154,6.657311843,1.868568749,0.085971596,13.12439117,2.558142334,0.210470763,32.85601653,20.49716472,45.01130668,0.835709883,0.111052352,1.286944869,0.072350173,1.050810544,0.091043673,1.612600434,0.510599089
NBH_NS,Treatment,75,0.15002152,18.84445932,17.0703722,8.623173887,0.98121249,0.757043713,23.72840681,52.4757174,18.58194415,29.86094782,0.253101156,1.211193276,18.98154133,36.2438722,24.48059976,26.50171362,27.53682146,0.536058249,6.453639921,1.815157412,0.088701431,12.8133245,2.538744767,0.210330389,32.31744253,20.33403387,44.57115256,0.819683518,0.112358733,1.271929752,0.075069997,1.094604637,0.091604705,1.618699875,0.528773959
NBH_NS,Treatment,75,0.16008472,19.42534355,17.65393296,9.250692313,1.103363594,0.791871824,24.56508737,55.88471337,21.39950171,31.77023532,0.279670207,1.31449128,21.37189439,38.28792645,27.01640947,27.84856026,30.4585828,0.55131144,6.235465331,1.939286327,0.080647463,13.08205871,2.671767564,0.210020603,33.08914642,20.93862435,44.54068375,0.881134752,0.121239444,1.320442093,0.079775326,1.134319068,0.09353243,1.692942057,0.555995698
AVL_NS,Control,16,1.239815412,20.23684132,0.747903447,2.408139777,1.724290168,0.297655032,2.570896188,0.943014291,4.236270218,1.662852502,0.185060647,0.279784833,0.540081114,0.675928087,1.060081514,1.224171806,1.43163454,0.057290229,0.588024351,0.320338989,0.152020945,1.558600125,0.134269355,0.222781289,0.890110963,0.563518318,1.407979396,0.056063469,0.170976032,0.106360735,0.054263247,0.926301103,0.081052904,0.334249415,0.53155778
AVL_NS,Control,16,0.922919317,18.0000724,0.542842458,1.687928907,1.497530106,0.290303541,2.234163205,0.80685997,4.20412151,1.295604737,0.12739397,0.204874441,0.418603175,0.544040182,1.014035028,0.91231794,1.284031853,0.043092335,0.390818115,0.231239888,0.108707734,1.100982275,0.100803385,0.151597094,0.622558432,0.453663178,1.06084049,0.050543836,0.100670288,0.073405303,0.032901668,0.561930119,0.045612773,0.228503792,0.333166822
AVL_NS,Control,16,1.37292497,20.39974166,0.855455791,2.703008973,1.611155817,0.391481576,3.026145408,1.219455923,4.615052108,1.83391194,0.284485063,0.333169412,0.532167074,0.681084513,1.113203751,1.437361509,1.651914205,0.058553722,0.531405681,0.308569633,0.154844095,1.423772781,0.148413326,0.249024572,0.869408847,0.625527545,1.393995825,0.062279052,0.139441736,0.09980992,0.04025563,0.761005035,0.057560427,0.299861686,0.413509197
AVL_NS,Control,35,1.211751304,32.51922033,0.661627943,1.977379843,2.865124233,0.613108194,4.265748851,1.4921174,8.275060815,3.015012101,0.237952708,0.441248569,0.827371229,1.082621197,2.136037403,1.830281378,2.761832591,0.07411181,0.773991049,0.441890447,0.186178742,1.991904374,0.198627515,0.254059977,1.12408145,0.761009915,1.759003303,0.087090871,0.208314295,0.152458468,0.060095514,1.062053172,0.090869111,0.465139483,0.66493462
AVL_NS,Control,35,0.946445554,28.69917725,0.588483514,1.742039785,2.533722996,0.612928588,4.289016918,1.498119068,7.802757015,3.141977282,0.241153925,0.451507677,0.87243281,1.136296456,2.128313353,1.882807324,2.835875665,0.076183807,0.811430738,0.461816048,0.186565226,2.055683464,0.199771313,0.265623638,1.160621323,0.777036889,1.816315917,0.088711189,0.219092456,0.161289625,0.059308542,1.099874195,0.091257415,0.481937707,0.680915141
AVL_NS,Control,35,1.160501084,30.26917652,0.644169201,1.803299074,2.751987899,0.60264602,4.19404253,1.419472918,7.397234298,3.239912689,0.25571767,0.524175951,0.885496155,1.134192813,2.022893919,1.978630624,2.715090777,0.070172162,0.89638542,0.493502287,0.188916282,2.058835985,0.208690811,0.275654913,1.141280203,0.72897232,1.804902458,0.078787348,0.260568393,0.159418502,0.072837158,1.27443724,0.10134438,0.522358704,0.801632211
AVL_NS,Control,75,1.429798319,62.23523825,0.960300246,2.841665143,4.968457679,0.975350519,10.15193991,3.058771838,24.01900016,6.638165382,0.340085728,0.682623324,1.790825726,2.498613449,5.836660965,2.991701275,7.45344162,0.1363246,2.160586832,1.155910361,0.454054318,5.033184549,0.533692602,0.533470546,2.864028007,2.141037765,4.263813555,0.251871817,0.512745805,0.389630034,0.107915965,2.174772357,0.174372963,1.130842744,1.608917675
AVL_NS,Control,75,0.801449756,47.44390982,0.558312434,1.636771884,3.426198984,0.763565631,8.68148258,2.496157585,20.80066978,5.335158379,0.220352066,0.466438614,1.437817491,2.035682312,4.960953587,2.181446008,6.365620322,0.108210091,1.646391707,0.905075451,0.385310404,4.114235902,0.442678685,0.412137299,2.384847688,1.807262909,3.543996777,0.220017314,0.364595196,0.315767861,0.070668885,1.527284152,0.132868482,0.878428114,1.199318252
AVL_NS,Control,75,0.838282955,45.91466556,0.603619731,1.813762864,3.779685491,0.667086618,7.802059566,2.343320659,17.92542799,4.894985599,0.222235349,0.478229429,1.327442825,1.864823382,4.444625252,2.188771872,5.662563997,0.103559679,1.518316012,0.832572797,0.3565128,3.698582915,0.405808473,0.373139976,2.080678891,1.630791254,3.168899339,0.198815049,0.338138712,0.288908484,0.066496913,1.445676116,0.121040199,0.811502497,1.076181098
AVL_NS,Treatment,16,0.060932672,3.085237414,0.115389907,0.285146605,0.739163286,0.07242613,0.697930496,0.248936007,2.06529198,0.871733439,0.036756456,0.114674975,0.189378559,0.227296055,0.481854437,0.345972305,0.892483424,0.019661693,0.273270035,0.140820311,0.044037331,0.699413838,0.073069751,0.064670731,0.359124086,0.267887792,0.609093929,0.035576645,0.085657361,0.058533809,0.03472027,0.430395645,0.037455062,0.188159382,0.259954704
AVL_NS,Treatment,16,0.181232341,4.171645457,0.175898533,0.416941109,0.979878706,0.081483121,0.695657147,0.227957867,2.033927499,0.802687509,0.049590313,0.099642707,0.146146223,0.162313717,0.458681137,0.295965708,0.87516353,0.016774693,0.192606927,0.102351509,0.030752734,0.530206637,0.054594752,0.050321099,0.244415132,0.190918465,0.46712063,0.028428472,0.062076215,0.044810836,0.027595397,0.346083793,0.02368402,0.152689525,0.214740355
AVL_NS,Treatment,16,0.160019343,3.276146258,0.139783073,0.3053879,0.836887454,0.063545487,0.576334582,0.19156289,1.652212872,0.67227476,0.044533297,0.082732024,0.115419452,0.128084115,0.37759252,0.240628519,0.708570968,0.013311666,0.151392697,0.081729385,0.026924658,0.428737248,0.043516524,0.042327216,0.210492461,0.157623678,0.432648683,0.023234291,0.049238633,0.035711953,0.020424856,0.291799529,0.018903512,0.124310696,0.161659101
AVL_NS,Treatment,35,2.949718108,10.93226947,0.571008973,1.475865244,1.659879843,0.147445617,1.409390036,0.443020147,3.526919971,1.041181694,0.061207052,0.138899374,0.262873271,0.31904957,0.816962504,0.533369297,1.131643569,0.026486973,0.312680032,0.162095904,0.05884418,0.682666881,0.077909983,0.080039409,0.364599896,0.287531969,0.493864314,0.040355152,0.079947393,0.060646933,0.027466488,0.354667145,0.032072696,0.183892978,0.258712259
AVL_NS,Treatment,35,2.809170445,10.7915233,0.571771348,1.407934539,1.792624385,0.182599291,1.732282463,0.566695406,4.462862508,1.384970499,0.089283191,0.167440413,0.337845627,0.377197662,0.963502312,0.626228358,1.493935737,0.032557978,0.353862798,0.18241147,0.07329729,0.834754907,0.103852792,0.107268925,0.464837353,0.399628857,0.614812899,0.061455215,0.081091126,0.079015864,0.030918736,0.388101974,0.037304693,0.219025894,0.276983392
AVL_NS,Treatment,35,3.149336652,12.30176986,0.539801822,1.468432486,2.37740322,0.157074175,1.624882697,0.553740403,4.978034207,1.389198597,0.074286559,0.160992316,0.298221271,0.342172707,0.957654892,0.575769777,1.601553228,0.034971963,0.361101736,0.187193891,0.074076145,0.8330916,0.103989813,0.103882328,0.442254188,0.395246392,0.607221275,0.063572772,0.090051148,0.081445229,0.035092183,0.405026096,0.040478436,0.235736935,0.301827055
AVL_NS,Treatment,75,3.910003228,35.48334391,1.696115827,3.363846491,5.549472368,0.750967975,6.879933013,2.181404556,14.39731462,5.175588044,0.389541017,0.629680041,1.297318795,1.531951523,3.342569585,2.528648222,4.603647045,0.121631944,1.284323063,0.666352599,0.241636748,2.801150295,0.342391283,0.448556233,1.67370118,1.329294217,2.453924092,0.173719011,0.325667629,0.243719214,0.120461823,1.662230006,0.118427216,0.733728879,1.13671903
AVL_NS,Treatment,75,8.202402498,42.62537928,1.934300898,4.980096632,6.920249126,0.549949094,5.705706204,1.904244666,12.76951337,4.154450436,0.225324287,0.562539422,1.029099478,1.227430749,2.799054885,2.184646526,4.285793532,0.116561918,0.984977152,0.540753118,0.19032604,2.34044871,0.275334389,0.317508563,1.2888076,1.16540552,1.855031231,0.153282375,0.234649192,0.206908023,0.079906402,1.191984091,0.106073798,0.595648503,0.798259637
AVL_NS,Treatment,75,8.640031732,41.5394095,1.852522652,4.669302558,6.466165976,0.48268462,4.81971305,1.640566065,11.182442,3.572452708,0.187119236,0.459425254,0.929606811,1.143668966,2.462857448,1.931210563,3.628082461,0.10180117,0.865734352,0.468259657,0.170359986,2.095989355,0.237558511,0.254781999,1.136392582,0.985007023,1.683794714,0.125377557,0.19456615,0.177181587,0.067325475,0.976473956,0.090050766,0.520454276,0.672236974
