ID,Group,time,tPCB,PCB_1,PCB_2,PCB_3,PCB_4,PCB_5,PCB_6,PCB_7,PCB_8,PCB_9,PCB_10,PCB_11,PCB_12+13,PCB_14,PCB_15,PCB_16,PCB_17,PCB_18+30,PCB_19,PCB_20+28,PCB_21+33,PCB_22,PCB_23,PCB_24,PCB_25,PCB_26+29,PCB_27,PCB_31,PCB_32,PCB_34,PCB_35,PCB_36,PCB_37,PCB_38,PCB_39,PCB_40+71,PCB_41,PCB_42,PCB_43,PCB_44+47+65,PCB_45,PCB_46,PCB_48,PCB_49+69,PCB_50+53,PCB_51,PCB_52,PCB_54,PCB_55,PCB_56,PCB_57,PCB_58,PCB_59+62+75,PCB_60,PCB_61+70+74+76,PCB_63,PCB_64,PCB_66,PCB_67,PCB_68,PCB_72,PCB_73,PCB_77,PCB_78,PCB_79,PCB_80,PCB_81,PCB_82,PCB_83,PCB_84,PCB_85+116,PCB_86+97+109+119,PCB_87+125,PCB_88,PCB_89,PCB_90+101+113,PCB_91,PCB_92,PCB_93+100,PCB_94,PCB_95,PCB_96,PCB_98,PCB_99,PCB_102,PCB_103,PCB_104,PCB_105,PCB_106,PCB_107,PCB_108+124,PCB_110,PCB_111,PCB_112,PCB_114,PCB_115,PCB_117,PCB_118,PCB_120,PCB_121,PCB_122,PCB_123,PCB_126,PCB_127,PCB_128+166,PCB_129+138+163,PCB_130,PCB_131,PCB_132,PCB_133,PCB_134,PCB_135+151,PCB_136,PCB_137,PCB_139+140,PCB_141,PCB_142,PCB_143,PCB_144,PCB_145,PCB_146,PCB_147+149,PCB_148,PCB_150,PCB_152,PCB_153+168,PCB_154,PCB_155,PCB_156+157,PCB_158,PCB_159,PCB_160,PCB_161,PCB_162,PCB_164,PCB_165,PCB_167,PCB_169,PCB_170,PCB_171+173,PCB_172,PCB_174,PCB_175,PCB_176,PCB_177,PCB_178,PCB_179,PCB_180+193,PCB_181,PCB_182,PCB_183,PCB_184,PCB_185,PCB_186,PCB_187,PCB_188,PCB_189,PCB_190,PCB_191,PCB_192,PCB_194,PCB_195,PCB_196,PCB_197,PCB_198+199,PCB_200,PCB_201,PCB_202,PCB_203,PCB_205,PCB_206,PCB_207,PCB_208,PCB_209
AVL_S,Control,3,49.27960068,10.71545553,0.061156506,0.206780862,17.52387062,0.010648331,0.896832551,0.115812727,2.660454404,0.042093203,1.80517403,0.044236382,0.045696209,0.002707494,0.116729928,0.152853123,1.475421133,0.538069426,2.573719654,0.633552827,0.107218072,0.107364178,0.002949389,0.005841652,0.20194216,0.254838295,0.563184179,0.474996819,0.686224696,0.024896083,0.003340575,0.001021219,0.029990785,0.001321375,0.003269173,0.156214653,0.014186371,0.091535989,0.045562938,0.501092309,0.08532896,0.04142048,0.067802967,0.296257458,0.184798401,0.086068012,0.701252765,0.025229761,0.004777847,0.064203265,0.00493942,0.004701501,0.036259387,0.0299575,0.52251946,0.018195108,0.123657102,0.183818354,0.007333662,0.006381878,0.005364332,0,0.006958197,0.001728098,0.004285581,0.00196759,0,0,0,0,0,0,0,0,0.004973127,0,0.059932174,0.105036303,0.005660842,0.004135941,0,0.00497114,0.002399028,0.190306917,0.012877948,0.004459359,0.000872445,0,0.000831047,0.019093757,0,0.44613036,0.001142034,0.001975828,0,0,0.014897025,0,0.001566168,0,0,0.005002675,0.000893563,0.001211324,0.045746759,0.441847905,0.026341259,0.013913354,0.196590306,0.008905857,0.031863489,0.222773924,0.09239242,0.029897927,0.015014742,0.095022652,0.001804237,0.01309648,0.043102383,0.00114118,0.057239008,0.499403599,0.00216328,0.001571107,0.00157883,0.414906496,0.006053878,0.000581911,0.026120933,0.044633754,0.002883331,0.002908756,0.001121072,0.002313803,0.022468387,0.001443096,0.011304381,0,0.019034047,0.016398205,0.006541918,0.062481178,0.004955728,0.016170557,0.029220515,0.022234828,0.055224287,0.075971825,0,0,0.048655884,0,0.012961139,0.002280986,0.113187334,0,0.003060164,0.004689724,0.001868213,0,0.00788038,0.004074765,0.009075194,0.003246129,0.024148088,0.007298731,0.007629044,0.013078933,0.015331314,0.001789547,0.004480074,0.002044964,0,0.004604539
AVL_S,Control,3,52.32315668,11.42029078,0.069869613,0.2159049,18.80815751,0.010636545,0.963384634,0.127708136,2.8609543,0.046540313,1.912308362,0.045634849,0.050320812,0.002102763,0.125312375,0.16126611,1.588662071,0.564350936,2.840292009,0.675476536,0.108657341,0.109267264,0.002222705,0.006354428,0.218494592,0.268737156,0.621937235,0.504998559,0.74215079,0.027835475,0.003731706,0.001430286,0.031107672,0.001533371,0.003619908,0.16318269,0.014699428,0.095386085,0.049020921,0.533091538,0.096851294,0.043109762,0.0701856,0.310301916,0.211405218,0.096479496,0.713946204,0.029905825,0.00664396,0.064634216,0.005041077,0.004365664,0.041851145,0.031147432,0.525941189,0.018401291,0.127330495,0.187755237,0.00671617,0.006095905,0.00610994,0.005843175,0.006014723,0.001345505,0,0.001256091,0.001481727,0,0,0,0.053818752,0.128494825,0,0,0.005469929,0,0.054426892,0.098137623,0.008008642,0.00398692,0,0.004543222,0.002093502,0.183408031,0.012895937,0.004303036,0.000853618,0,0,0,0,0.43118065,0,0.002336742,0,0,0.010459321,0,0,0,0,0,0,0,0.041162314,0.405434275,0.024719386,0.011893761,0.172504122,0.008263781,0.030569678,0.209926483,0.083264744,0.027199551,0.013748479,0.085748957,0.001585266,0.011596362,0.036977703,0.001052814,0.052868159,0.458406441,0.001785537,0.00145122,0.001413145,0.384230802,0.004841968,0.000630192,0.023259388,0.039192855,0.002457393,0.002234724,0.000701822,0.001615965,0.022231319,0,0.009400328,0,0.015137639,0.014127124,0.005703377,0.056699857,0.004421399,0.014153544,0.02672864,0.019384065,0.051906227,0.07040442,0,0,0.044751106,0,0.011065134,0,0.097875456,0,0.001245398,0.004259388,0.001801474,0,0.007403028,0.003380185,0.007593382,0.003118528,0.022525569,0.006414524,0.006882094,0.012936008,0.014276928,0.00121277,0,0,0,0.004169877
AVL_S,Control,3,76.98750571,15.69306417,0.098371608,0.321449689,28.66696194,0.017174071,1.507575012,0.200542632,4.49928092,0.070505374,2.85788494,0.059710948,0.076244028,0.003366852,0.202661322,0.23580159,2.499657204,0.880651815,4.217208316,1.065920218,0.147750893,0.160486245,0.003998942,0.007260863,0.3468573,0.424604805,0.946097482,0.782544325,1.128340546,0.042677084,0.005137892,0.000968386,0.040723542,0.001509443,0.004416433,0.241158644,0.019233663,0.148112906,0.08145682,0.770144276,0.161621396,0.064844151,0.106005801,0.469368595,0.334958039,0.153964282,0.954552648,0.045778277,0.0056081,0.080856054,0.008830301,0.004366495,0.058809733,0.037695149,0.608636871,0.027109937,0.179309259,0.252197812,0.01027783,0.010311519,0.009382933,0.007182247,0.008615225,0,0.003475561,0,0.001839402,0.052204015,0,0.120542202,0,0,0,0,0.006721747,0.526486857,0.065261221,0.112287772,0.009433959,0.006860106,0.461501961,0.006725074,0.002018547,0.194663583,0.015692056,0.005784764,0.000749695,0,0,0.017890495,0.013871736,0.443710724,0,0.002680795,0,0,0.014078522,0,0.001238149,0,0,0.00464167,0,0,0.043375596,0.427681645,0.027336153,0.012160074,0.185553472,0.008550714,0.030802767,0.21662671,0.088777422,0.027207554,0.014607112,0.089934545,0.001327888,0.011680503,0.039140941,0.001136566,0.057606088,0.477480634,0.001664508,0.001669541,0.001627838,0.398713807,0.006139712,0.000521351,0.023541627,0.042118024,0.001817674,0.003346531,0,0.001545389,0.022059607,0,0.009965713,0,0.01561341,0.01418193,0.005797503,0.059868542,0.003942134,0.015301079,0.028088934,0.019577854,0.054873102,0.071796577,0,0,0.044624457,0,0.011696196,0,0.104995004,0,0.002253489,0.004881242,0.001594699,0,0.005627354,0.004627411,0.00841019,0,0.022644041,0.006732195,0.007186193,0.013107858,0.014988793,0.001221404,0,0,0,0
AVL_S,Control,11,162.9827413,18.24496194,0.082247202,0.274799006,68.34312702,0.033929908,3.217520112,0.375988475,9.016993124,0.142171369,6.564441383,0.13270442,0.167867353,0.006435658,0.451271543,0.652223648,6.512274408,2.310708065,12.24701264,2.557919254,0.32085362,0.36886272,0.010253343,0.024859771,0.856299417,1.083022105,2.659285734,1.795357925,3.172045781,0.103219506,0.012495936,0.003319757,0.073841296,0.004525816,0.013654666,0.574847738,0.052443189,0.353373845,0.192096653,1.923547652,0.418092463,0.185351949,0.24745348,1.132387496,0.905169481,0.403869833,2.10940329,0.126990156,0.011472944,0.157628027,0.018990655,0.007761436,0.149222132,0.062955614,1.136678328,0.060925184,0.382917833,0.504883182,0.021025706,0.025626181,0.023235969,0.017758036,0.012350614,0.00179649,0.004879282,0.001489991,0.001713703,0.085331345,0,0.224160027,0.10118439,0.253856535,0.308741928,0,0.01333349,0.887968909,0.12869311,0.195762091,0.019369666,0.019341109,0.841364537,0.016126797,0.001917247,0.34946669,0.036442924,0.013954589,0.001766607,0.158710779,0,0.030601989,0.023417426,0.796838107,0,0.004246504,0.011400372,0,0.0196988,0.471676984,0,0.000579603,0.009841851,0.008773014,0.000552863,0.001290749,0.074335352,0.760896916,0.050631134,0.020402499,0.321594126,0.015527588,0.073345704,0.387407628,0.155565928,0.041451565,0.024179201,0.158805972,0.001453071,0.008690888,0.066476338,0.001302285,0.098208715,0.854172506,0.001445575,0.002274169,0.001991337,0.688287406,0.010102184,0.000572969,0.042989532,0.072648396,0.002994726,0.002435573,0.000908516,0.001844686,0.044671871,0.003425041,0.015614278,0.007293557,0.02713155,0.023080506,0.010365622,0.094716565,0.007386992,0.024250834,0.047471935,0.032971564,0.089399637,0.115154673,0,0,0.071523808,0,0.020207987,0,0.166023988,0,0.003660798,0.008305013,0.003031476,0.000775866,0.008328581,0.00534003,0.010753092,0.003754505,0.030706588,0.008493327,0.010297542,0.016623439,0.019488899,0.001192653,0.005313233,0.001799889,0,0
AVL_S,Control,11,203.6144032,25.60902753,0.13151166,0.399473584,85.61073682,0.043428792,4.453443111,0.536142662,12.84442801,0.188007584,8.487291421,0.162169622,0.219093014,0.007574503,0.575879183,0.745226003,8.004968283,2.823937909,13.61040686,3.341582224,0.406962329,0.477666449,0.012515907,0.019295816,1.093422328,1.363722306,3.060896455,2.365570436,3.654486111,0.134678424,0.014883293,0.002256618,0.102114578,0.004525815,0.014107215,0.731813925,0.058986507,0.445648986,0.219933064,2.327357962,0.522477187,0.200442874,0.290896283,1.286249942,1.015867743,0.441985032,2.327404384,0.137695156,0.011038301,0.171807808,0.020010616,0.004757892,0.177083928,0.072493346,1.261358609,0.070529162,0.464031636,0.541992951,0.023720233,0.025317483,0.025319571,0.018538867,0.01295202,0,0.003754733,0.001068443,0.002205651,0.087034101,0,0.234263084,0.107314541,0.260401911,0.302721188,0,0.011685306,0.898985125,0.134939829,0.203238594,0.02372258,0.016981456,0.908352994,0.019517182,0.003744703,0.356925195,0.036599187,0.014832836,0.001580449,0.160244413,0.000768385,0.034049337,0.022071582,0.829457578,0,0.004185836,0.012398994,0,0.01925504,0.492420886,0.000973707,0.000702757,0.008792371,0.006213607,0.000383509,0.001367803,0.072346438,0.769935615,0.044134948,0.019784094,0.336623022,0.014911834,0.080468667,0.403004419,0.167396213,0.042908391,0.02622406,0.161308076,0.001247689,0.008934589,0.067655448,0.001309937,0.099601882,0.880060467,0.00182956,0.001837594,0.002749844,0.712446933,0.009390607,0.000487343,0.042361523,0.073286169,0.002725649,0.001695227,0.000693893,0.001735926,0.041750201,0.002893099,0.01596495,0.006318767,0.025114576,0.023698039,0.009768933,0.09782644,0.006013883,0.02410397,0.044473778,0.029934289,0.087059711,0.117348751,0,0,0.072715504,0,0.016988048,0,0.166599111,0,0.001134891,0.007080292,0.002528463,0,0.006915627,0.005070432,0.011299298,0.003762929,0.030675029,0.008677367,0.010262474,0.017900717,0.019128386,0,0,0,0,0
AVL_S,Control,11,197.3578382,24.81803645,0.128266581,0.405847347,80.75335485,0.041606359,4.357833288,0.530805436,12.37997973,0.187473111,8.066138098,0.161694616,0.223045418,0.008768414,0.585688365,0.790742456,8.213292986,2.937009718,13.48740213,3.367668675,0.41998975,0.481292985,0.01227933,0.020160291,1.084906142,1.426498557,3.054130053,2.475803999,3.810262657,0.133965366,0.01347457,0.003411793,0.095902383,0.004164879,0.014686218,0.702989477,0.059125599,0.402290808,0.233779394,2.234694613,0.496389639,0.2082257,0.31757409,1.383354772,1.078801916,0.50360411,2.442849107,0.145139177,0.012434281,0.177812996,0.020893575,0.005170194,0.167592359,0.073255821,1.291263202,0.076894921,0.457238817,0.578253275,0.025034698,0.027119436,0.024425691,0.019965468,0.014743542,0,0.005271446,0.001913201,0.001947899,0.082545942,0,0.222375306,0.099724604,0.247515045,0.275199325,0,0.011435805,0.878359518,0.133611368,0.192033262,0.024281644,0.015458438,0.846031759,0.01821138,0.003369982,0.349747625,0.040494323,0.014891467,0.001904711,0.150510986,0,0.031112227,0.021360657,0.769030923,0.001555899,0.003457868,0.012194392,0,0.018794482,0.463049758,0.001562329,0,0.007678483,0.007002001,0,0,0.069418438,0.734129388,0.044903275,0.019238437,0.31298461,0.013283069,0.076227357,0.388449939,0.155811705,0.043672537,0.025121282,0.150341155,0.001073064,0.007831882,0.064046885,0.001065709,0.095397975,0.831893669,0.001747461,0.00214773,0.002375524,0.682307149,0.009546829,0,0.041009974,0.071307506,0.003140156,0.002070053,0.00072253,0.00163873,0.039384855,0.00197247,0.014492902,0.00544659,0.026187809,0.022502053,0.009846481,0.09172206,0.007072501,0.022708709,0.043677415,0.032838499,0.080389938,0.109600463,0,0,0.070941037,0,0.019503994,0,0.153220241,0,0.002201635,0.006930849,0.002552556,0,0.007726308,0.003881875,0.010135742,0.003044978,0.03028133,0.009074057,0.008763307,0.017221347,0.018486896,0.001126403,0,0.001865173,0,0
AVL_S,Control,16,217.803527,21.17263951,0.101965488,0.316916745,94.41036703,0.04197713,4.845066718,0.538951144,13.12717883,0.189266191,9.367855018,0.168342231,0.237265772,0.007499591,0.612604652,0.92501884,10.10251834,3.565422158,18.27270077,3.902893291,0.436406913,0.54725736,0.013468269,0.022857315,1.297792667,1.648723538,3.873602938,2.826908443,4.563367204,0.16263919,0.013481045,0.003640381,0.096249241,0.005124037,0.015283188,0.774687341,0.061113141,0.459778469,0.265253083,2.442290605,0.62604034,0.244720505,0.351409211,1.503456711,1.271820648,0.548321515,2.579623271,0.177005235,0.012755552,0.168324874,0.02437666,0.007216412,0.188004313,0.063541571,1.114548517,0.083114294,0.476478042,0.55081448,0.02997059,0.030306781,0.028537079,0.02155174,0.01314353,0,0.003116563,0,0.001669967,0.062817591,0,0.186629298,0.071958336,0.190494449,0.196356453,0,0.012625718,0.601461858,0.120428289,0.142374667,0.026428394,0.020501031,0.659144717,0.018956299,0.003288475,0.270201836,0.037660805,0.017364512,0.002253999,0,0,0.020168505,0.015772229,0.576209008,0,0.002553779,0.007846136,0,0.017909402,0.315796462,0.001422349,0,0.006444553,0,0.000414035,0.00109136,0.04266172,0.388553593,0.025709423,0.011326378,0.181380634,0.00764132,0.045304484,0.201666788,0.093449419,0.023344284,0.013690304,0.079384189,0.001348981,0,0.035738979,0.000937694,0.051746413,0.454763706,0.001236392,0.001731894,0.001731173,0.347567125,0.00477154,0.000641849,0.021535655,0.037377029,0.002135277,0.001543408,0,0.001974656,0.021891729,0.001237922,0.008010816,0.003735194,0.016250585,0.014129799,0.006492266,0.057983258,0.003954537,0.015016294,0.027220251,0.019154286,0.052035054,0.067807329,0,0,0.044964515,0,0.010495979,0,0.103317286,0,0.001492425,0.004725501,0,0,0.005735234,0.003597282,0.008122273,0.002962571,0.023554663,0.007012245,0,0.012405364,0.01511782,0.001393402,0,0,0,0
AVL_S,Control,16,239.5042873,21.53344237,0.100976083,0.324934838,99.848727,0.045660483,5.141802145,0.602041569,14.20696296,0.213497269,10.01073413,0.195217493,0.266389409,0.007133069,0.728343403,1.097264895,11.70624835,4.014299808,19.72905231,4.614929878,0.513681576,0.623901071,0.015377386,0.024732252,1.653224458,2.168592781,4.723619414,3.397020095,5.434010519,0.203942337,0.017362731,0.004695513,0.106028803,0.005962327,0.021713841,1.034161163,0.067672822,0.642113797,0.340879674,3.347133649,0.758697281,0.325537892,0.437214916,2.266041232,1.678535808,0.827381862,3.30690823,0.23165744,0.017480351,0.205382618,0.03286236,0.010765445,0.287142559,0.072897222,1.371070391,0.106565281,0.593208971,0.727158755,0.03434279,0.053305805,0.046578995,0.031406848,0.013442022,0,0.005580342,0.001977966,0.001822871,0.076010196,0,0.231329916,0.093552823,0.218492483,0.213367104,0,0.015359242,0.730326375,0.165789409,0.186385592,0.048505616,0.030454284,0.842546506,0.031761509,0.004756571,0.322187728,0.058171475,0.030239329,0.005193439,0.123499614,0.001460135,0.026587328,0.016561291,0.648597297,0,0.002727967,0.009700113,0,0.022824255,0.340978182,0.00126121,0.001277464,0.009021494,0.005205167,0.000503197,0.001929572,0.048057597,0.420983385,0.029573563,0.01203683,0.190141604,0.008855672,0.048678738,0.214803803,0.099106964,0.025186215,0.014875586,0.087315812,0.001240321,0,0.034639792,0.001184109,0.050871846,0.474162198,0.001489961,0.001977217,0.002537168,0.368511258,0.006361328,0.000708782,0.025481573,0.040812818,0.002208231,0.001832986,0.000761648,0.001319145,0.023557143,0,0.009559865,0.004190361,0.018654832,0.01422321,0.006476753,0.0612662,0.004188082,0.014644744,0.029658332,0.019319513,0.052484386,0.074089852,0,0,0.044635392,0,0.011370003,0,0.103294291,0,0.00215047,0.005571283,0.001825441,0,0.006607311,0,0.009133059,0.002989386,0.025479456,0.007212233,0.007151828,0.013848093,0.015421699,0,0,0,0,0.004554075
AVL_S,Control,16,190.0872263,16.89260049,0.074792268,0.24072159,80.21678653,0.035995191,3.723540948,0.42882039,10.22631376,0.151897312,7.995061508,0.151352657,0.199680767,0.006573542,0.531289124,0.884923977,9.176352205,3.069300307,17.01248782,3.557587069,0.387816795,0.46061334,0.012353699,0.020247495,1.206319081,1.528479797,3.855770968,2.503784095,4.500100413,0.154497237,0.013209418,0.003380779,0.078790494,0.003693025,0.014831599,0.854661198,0.059131016,0.507267434,0.273857526,2.66877274,0.567609906,0.271168409,0.345690956,1.655939469,1.339126357,0.647453158,2.638839194,0.188697726,0.014116259,0.164365778,0.024535931,0.008168544,0.215363848,0.056894944,1.098070612,0.083597837,0.496976078,0.574478289,0.028590388,0.03584154,0.030464557,0.019261362,0.012430606,0.001315322,0.003977952,0.001170738,0,0.065269245,0,0.196269382,0.07435354,0.196336501,0,0,0.0143303,0.599755486,0.137572315,0.154957441,0.027872046,0.023491683,0.699661183,0.021795572,0.003854785,0.258718797,0.048956241,0.01799053,0.002338122,0.101404077,0.000820429,0.022990973,0.01417595,0.544997439,0,0.00235268,0.008677284,0,0.0211479,0.280642244,0.001900487,0.000566676,0.007439176,0,0.000459452,0,0.039031959,0.343092701,0.023158246,0.011543437,0.1569422,0.006921938,0.046529337,0.178013633,0.084527101,0.022322913,0.011928495,0.07217351,0.001028924,0,0.030977673,0.001074849,0.044803026,0.39449297,0.001152548,0.001922457,0.001791267,0.297864687,0.005884206,0,0.018981672,0.033688496,0.00223294,0,0,0.001179685,0.019395714,0,0.007501221,0.002974761,0.014259134,0.011571858,0.00599536,0.051498113,0.00360835,0.01226038,0.024219752,0.017064439,0.045265344,0.061101636,0,0,0.037568787,0,0.008859018,0,0.090190059,0,0.002268605,0.004182384,0.001524549,0,0.006060818,0.003776078,0.007551807,0.002599542,0.021512916,0.006527985,0,0.011723365,0.014004146,0,0,0,0,0
AVL_S,Control,35,334.3815223,16.67094004,0.079187882,0.25804043,111.436057,0.053663824,5.509536362,0.635402755,16.02501978,0.191262195,11.68845211,0.277263005,0.444038301,0.011389185,1.33747603,1.844427683,21.15774423,6.160064281,34.78082586,10.3242041,0.815519549,1.130613121,0.030239375,0.039532373,3.955133964,4.547758033,9.503117867,6.649757347,11.0233677,0.417139229,0.041774949,0.011392214,0.225250639,0.016158644,0.056405043,2.879774544,0.135210943,1.850034988,0.850197286,8.813215418,1.915336099,0.758998115,0.999047209,5.625504168,3.815491622,1.638128611,7.663947505,0.491876674,0.032220781,0.546107824,0.081173478,0.031311035,0.707334876,0.121592716,3.509424697,0.26786119,1.546491379,2.156228748,0.09133932,0.104407796,0.104034064,0.070037425,0.042160921,0.001862004,0.011050542,0.002011817,0.003162486,0.111720913,0.160246269,0.448951853,0.144165258,0.348405458,0.304422454,0,0.038126801,1.148445005,0.372507985,0.349516728,0.090913035,0.070922793,1.584934117,0.077372749,0.009740209,0.538306679,0.140641453,0.058993424,0.00630636,0.146324495,0.001950954,0.042238245,0.024692737,0.708991774,0.001798122,0.007785749,0.013056233,0.229060826,0.042002487,0.423382121,0.002442377,0.00166773,0.011337549,0.008601602,0,0.001569041,0.042776565,0.366267312,0.024209983,0.012712768,0.167366315,0.009121189,0.047669617,0.20935664,0.099949924,0.024731783,0.017235549,0.070148854,0.002063776,0,0.037113968,0.002144768,0.050775504,0.438621742,0.003159527,0.00351631,0.003883389,0.317705429,0.008450374,0.000924726,0.020692979,0.038423544,0.002355412,0.001263725,0.001057951,0.002017403,0.020708607,0.00130822,0.008471992,0,0.014271569,0.013125088,0.005567155,0.051572906,0.004483012,0.012878601,0.023535645,0.015865127,0.046617851,0.060177887,0,0,0.038558802,0,0.010018959,0,0.096474259,0,0.001542584,0.003727258,0.001817618,0.000673928,0,0.004016254,0.007360688,0.002809844,0,0.006612744,0,0.012050576,0,0.001034262,0.004250909,0,0,0
