"","time","mf","mpuf"
"1",0,0,0
"2",1,0.0347000568190947,0.0108370694157549
"3",2,0.0345975499918149,0.0324474086224874
"4",3,0.0344958963948943,0.0539938502177658
"5",4,0.0343956750696233,0.0754770531707881
"6",5,0.0342968667167125,0.0968978664440079
"7",6,0.0341994558731137,0.118256970245403
"8",7,0.0341034185117217,0.139555421509458
"9",8,0.0340087340736556,0.160794124606127
"10",9,0.033915383521943,0.181973916957779
"11",10,0.0338233482952685,0.203095615063031
"12",11,0.0337326100019272,0.224160027959511
"13",12,0.0336431504135338,0.245167957500569
"14",13,0.0335549515146782,0.266120196170991
"15",14,0.0334679955334913,0.287017525742404
"16",15,0.0333822649499951,0.307860716905975
"17",16,0.033297742495603,0.328650529294397
"18",17,0.0332144111245354,0.349387712739283
"19",18,0.0331322540292114,0.370073006594095
"20",19,0.0330512546814399,0.390707137922194
"21",20,0.0329713967954529,0.411290823122974
"22",21,0.0328926642915659,0.431824769530402
"23",22,0.0328150413033464,0.452309675097672
"24",23,0.0327385121891093,0.47274622789154
"25",24,0.0326630615326138,0.493135106061704
"26",25,0.0325886741373392,0.513476978092538
"27",26,0.0325153350206911,0.533772503058006
"28",27,0.0324430294103214,0.554022330783537
"29",28,0.0323717427416525,0.574227101954901
"30",29,0.0323014606554199,0.594387448226352
"31",30,0.0322321689948758,0.614503992343608
"32",31,0.0321638538028418,0.634577348273514
"33",32,0.0320965013189021,0.654608121327504
"34",33,0.0320300979767046,0.674596908280321
"35",34,0.0319646304007447,0.694544297511514
"36",35,0.0319000854037188,0.714450869121818
"37",36,0.0318364499843144,0.734317195030411
"38",37,0.0317737113247193,0.754143839084447
"39",38,0.0317118567878066,0.773931357182901
"40",39,0.0316508739144103,0.793680297396402
"41",40,0.0315907504208577,0.813391200075799
