"","diff","lwr","upr","p adj"
"16:AVL_S-16:AVL_NS",3.37996245,0.497054567665474,6.26287033233453,0.0232203536694203
"35:AVL_S-16:AVL_NS",4.200487297,1.31757941466547,7.08339517933453,0.00699830964114467
"16:AVL_S-35:AVL_NS",3.93113478,1.04822689766547,6.81404266233453,0.0102633878528418
"35:AVL_S-35:AVL_NS",4.751659627,1.86875174466547,7.63456750933453,0.00331065149588117
