"","time","mf","mpuf"
"1",0,0,0
"2",1,0.0132483860301506,0.272552384524138
"3",2,0.03986338239696,0.865005366514817
"4",3,0.0692908558272975,1.58998276688063
"5",4,0.0973812434447974,2.36713277516468
"6",5,0.122684066066238,3.16202322783914
"7",6,0.144864479776426,3.95992603367392
"8",7,0.164029244447063,4.75456708275426
"9",8,0.180442340488259,5.54329989678144
"10",9,0.194407034907133,6.3250335124757
"11",10,0.206218980516415,7.09934464152081
"12",11,0.216149140956903,7.86609485653352
"13",12,0.224439382268319,8.62526918718862
"14",13,0.231302792774462,9.37690359916063
"15",14,0.236926057388999,10.1210564906943
"16",15,0.241472224612356,10.8577954394735
"17",16,0.245083463287077,11.5871909013547
"18",17,0.247883679815977,12.3093144384401
"19",18,0.249980834535494,13.0242379678309
"20",19,0.251468944009334,13.7320330561293
"21",20,0.252429856602934,14.4327704790778
"22",21,0.252934848839011,15.1265203249107
"23",22,0.253045995157317,15.813352063509
"24",23,0.252817339574059,16.4933345767041
"25",24,0.252295918853967,17.1665360555503
"26",25,0.251522668740011,17.8330239670809
"27",26,0.250533217746964,18.4928650795144
"28",27,0.249358574566774,19.146125515114
"29",28,0.248025721390191,19.792870762543
"30",29,0.246558130611712,20.4331656628752
"31",30,0.244976217334038,21.0670743991199
"32",31,0.243297735043128,21.6946605071082
"33",32,0.241538119694934,22.3159868934914
"34",33,0.239710788422664,22.9311158459297
"35",34,0.237827399634892,23.5401090343059
"36",35,0.235898079868673,24.1430275116669
"37",36,0.233931620728034,24.7399317197963
"38",37,0.231935652467443,25.3308815008957
"39",38,0.229916793644637,25.9159361037983
"40",39,0.227880788411621,26.4951541880692
"41",40,0.22583261035651,27.0685938286499
"42",41,0.223776556058016,27.6363125215855
"43",42,0.221716339681833,28.1983671908667
"44",43,0.219655173231907,28.7548141945798
"45",44,0.217595830907449,29.3057093303975
"46",45,0.215540703764719,29.85110784071
"47",46,0.213491848737745,30.3910644181902
"48",47,0.21145103065181,30.9256332113776
"49",48,0.209419754545573,31.4548678091079
"50",49,0.207399297849241,31.978821252215
"51",50,0.205390771257322,32.4975461055502
"52",51,0.203395120495858,33.0110944196164
"53",52,0.201413138680268,33.5195177152733
"54",53,0.199445490604513,34.0228669918666
"55",54,0.197492728807289,34.5211927374356
"56",55,0.195555309895995,35.0145449369554
"57",56,0.193633606006758,35.5029730772307
"58",57,0.191727919062358,35.9865261535508
"59",58,0.189838489363837,36.4652526737858
"60",59,0.187965503486705,36.9392006630781
"61",60,0.18610910724758,37.408417730705
"62",61,0.1842694006576,37.8729509695037
"63",62,0.182446439811576,38.3328469212451
"64",63,0.18064025493316,38.7881516864718
"65",64,0.178850855529519,39.2389109506213
"66",65,0.17707822942898,39.6851699583484
"67",66,0.175322343461397,40.1269734967189
"68",67,0.173583146545795,40.564365898445
"69",68,0.171860573092773,40.9973910526352
"70",69,0.170154545479729,41.4260924130548
"71",70,0.168464975716442,41.8505130025902
"72",71,0.166791766808346,42.2706954164054
"73",72,0.165134814061257,42.6866818255553
"74",73,0.163494006304266,43.0985139812201
"75",74,0.161869226961954,43.5062332190954
"76",75,0.160260354952898,43.9098804636352
