"","diff","lwr","upr","p adj"
"16:AVL_S-16:AVL_NS",164.81751783,83.4100033057495,246.22503235425,0.00086757620883704
"35:AVL_S-16:AVL_NS",339.229882863333,257.822368339083,420.637397387584,4.52275682583103e-06
"16:AVL_S-35:AVL_NS",137.480153753333,56.0726392290829,218.887668277584,0.00284159238990611
"35:AVL_S-35:AVL_NS",311.892518786667,230.485004262416,393.300033310917,8.52591174671513e-06
"35:AVL_S-16:AVL_S",174.412365033333,93.0048505090829,255.819879557584,0.00059016860306782
