"","time","mf","mpuf"
"1",0,0,0
"2",1,0.00451634474580204,0.102650617696464
"3",2,0.0133164434391615,0.323143437650593
"4",3,0.0227608046754276,0.591369027742715
"5",4,0.0315459074209037,0.878927396609529
"6",5,0.0392877314810708,1.17431379030967
"7",6,0.0459522157781843,1.47286793810108
"8",7,0.051628028290172,1.77270184355906
"9",8,0.0564375271666834,2.07305075719035
"10",9,0.0605031949745221,2.37360504955766
"11",10,0.0639361307147858,2.67423904800645
"12",11,0.0668332177823287,2.97490198121375
"13",12,0.0692774551622781,3.27557329949884
"14",13,0.071339363765694,3.57624453690778
"15",14,0.0730786470173802,3.87691247121561
"16",15,0.0745457362090679,4.17757570995252
"17",16,0.0757832097127939,4.47823356028847
"18",17,0.076827004758013,4.77888584166514
"19",18,0.077707434949794,5.07953254723591
"20",19,0.0784500634363029,5.38017363355182
"21",20,0.0790764512333003,5.68080903909874
"22",21,0.0796047948027629,5.98143875646095
"23",22,0.0800504460108028,6.28206278477537
"24",23,0.0804263506004133,6.58268114658004
"25",24,0.0807434229520386,6.88329383702559
"26",25,0.0810108690071303,7.18390084830094
"27",26,0.0812364556149064,7.48450217277164
"28",27,0.0814267353652707,7.78509781434189
"29",28,0.0815872347457727,8.08568777745637
"30",29,0.0817226144721384,8.38627206348441
"31",30,0.0818368055863255,8.68685066971757
"32",31,0.0819331242631027,8.98742359445508
"33",32,0.0820143679317498,9.28799083821827
"34",33,0.0820828961802737,9.5885524026162
"35",34,0.0821406992878564,9.88910828831412
"36",35,0.0821894556147797,10.1896584944432
"37",36,0.0822305809424573,10.4902030206357
"38",37,0.0822652694043859,10.7907418672824
"39",38,0.0822945294196986,11.0912750348235
"40",39,0.0823192122174326,11.3918025234824
"41",40,0.0823400336591133,11.6923243332318
"42",41,0.0823575969768512,11.9928404640065
"43",42,0.0823724088335076,12.2933509159005
"44",43,0.0823848961195851,12.5938556890339
"45",44,0.0823954223076996,12.8943547836076
"46",45,0.0824043077307369,13.1948481996865
"47",46,0.0824118032805001,13.4953359374465
"48",47,0.0824181658864876,13.7958179968838
"49",48,0.0824235407783937,14.0962943782044
"50",49,0.0824280722171232,14.3967650814685
"51",50,0.0824318893473945,14.6972301067863
"52",51,0.0824351002139366,14.9976894542613
"53",52,0.0824377963104135,15.2981431239954
"54",53,0.0824400459800236,15.5985911160786
"55",54,0.082441942405894,15.8990334306417
"56",55,0.0824435458790215,16.1994700677976
"57",56,0.082444900984445,16.4999010276532
"58",57,0.0824460449213349,16.8003263103143
"59",58,0.0824470099836158,17.1007459158876
"60",59,0.082447824000984,17.40115984448
"61",60,0.0824485110017896,17.7015680961987
"62",61,0.0824490912225105,18.0019706711511
"63",62,0.0824495808245633,18.3023675694445
"64",63,0.0824499935144352,18.6027587911862
"65",64,0.082450341386119,18.9031443364835
"66",65,0.0824506348025202,19.2035242054435
"67",66,0.0824508823671692,19.5038983981737
"68",67,0.082451091219009,19.8042669147811
"69",68,0.0824512673740782,20.1046297553732
"70",69,0.0824514159370283,20.4049869200571
"71",70,0.0824515412349018,20.7053384089401
"72",71,0.0824516469184659,21.0056842221295
"73",72,0.0824517360604305,21.3060243597324
"74",73,0.08245181124861,21.6063588218563
"75",74,0.0824518746676119,21.9066876086083
"76",75,0.0824519281511896,22.2070107200956
