"","time","mf","mpuf"
"1",0,0,0
"2",1,0.00591881859599737,0.0892870034600757
"3",2,0.0179211215478714,0.285081489688287
"4",3,0.031343008204545,0.527023853413282
"5",4,0.0443204056710249,0.788960424195599
"6",5,0.0561821570846115,1.05955848890388
"7",6,0.0667564155953405,1.3339075209283
"8",7,0.0760723506007594,1.6098797154382
"9",8,0.0842328925331654,1.88655324143338
"10",9,0.0913612695112852,2.16352848719447
"11",10,0.0975794029803289,2.44063254070567
"12",11,0.102999773206914,2.71779016184
"13",12,0.107723124571998,2.99496901411846
"14",13,0.111838385541934,3.27215496784371
"15",14,0.115423534768565,3.54934184967181
"16",15,0.118546735263841,3.82652714016013
"17",16,0.121267447555687,4.10370969765449
"18",17,0.123637508945539,4.38088890361668
"19",18,0.125702105949112,4.65806453875639
"20",19,0.12750061128953,4.93523659432191
"21",20,0.129067317995801,5.21240504882836
"22",21,0.130432093476215,5.48956985113038
"23",22,0.131620962968257,5.76673096928561
"24",23,0.132656602335881,6.04388841061676
"25",24,0.13355876387272,6.32104218782273
"26",25,0.134344650647175,6.59819230240197
"27",26,0.135029247078618,6.87533874448417
"28",27,0.135625607542461,7.1524815084998
"29",28,0.136145105140456,7.42962059706866
"30",29,0.136597647060628,7.70675601455588
"31",30,0.136991862865513,7.98388776135184
"32",31,0.137335269598039,8.26101583511154
"33",32,0.137634415721693,8.53814023456632
"34",33,0.1378950059746,8.81526096054806
"35",34,0.138122009818758,9.09237801422372
"36",35,0.138319756122359,9.36949139568342
"37",36,0.138492015725179,9.64660110431726
"38",37,0.13864207340089,9.92370713989899
"39",38,0.138772790660705,10.2008095027869
"40",39,0.138886660252666,10.4779081932677
"41",40,0.138985853623167,10.7550032112765
"42",41,0.139072262322842,11.0320945566889
"43",42,0.13914753411126,11.3091822295718
"44",43,0.13921310438869,11.586266230084
"45",44,0.139270223553853,11.8633465582965
"46",45,0.139319980839473,12.1404232141997
"47",46,0.139363325088407,12.4174961978116
"48",47,0.13940108285326,12.6945655092067
"49",48,0.139433974157107,12.9716311484594
"50",49,0.139462626220875,13.2486931156107
"51",50,0.139487585424156,13.5257514106917
"52",51,0.139509327726013,13.8028060337505
"53",52,0.13952826774152,14.0798569848458
"54",53,0.139544766647416,14.3569042640299
"55",54,0.139559139069281,14.6339478713463
"56",55,0.139571659081752,14.9109878068401
"57",56,0.139582565435226,15.188024070562
"58",57,0.139592066108482,15.4650566625633
"59",58,0.139600342274515,15.7420855828924
"60",59,0.139607551755525,16.0191108315961
"61",60,0.139613832032661,16.2961324087229
"62",61,0.139619302867694,16.5731503143223
"63",62,0.139624068586697,16.8501645484435
"64",63,0.139628220069488,17.1271751111346
"65",64,0.139631836482717,17.404182002444
"66",65,0.139634986789568,17.6811852224204
"67",66,0.13963773106482,17.9581847711129
"68",67,0.139640121640407,18.2351806485699
"69",68,0.139642204103385,18.5121728548401
"70",69,0.139644018165265,18.789161389972
"71",70,0.139645598419297,19.0661462540144
"72",71,0.139646975000129,19.343127447016
"73",72,0.139648174158457,19.6201049690254
"74",73,0.139649218761621,19.8970788200913
"75",74,0.139650128729675,20.1740490002622
"76",75,0.139650921415252,20.4510155095868
